row_id,English,Reference Igbo,source,english_token_count,reference_token_count
99,Listen to Igbo minutes here,Gee nkeji Igbo ebe a,JHW,5,5
100,"The Ministries of works, electricity and housing received more money from 2018 Budget. ","Ngalaba na-ahụ maka ọrụ, ọkụ na ụlọ bu ndị nwetara ego karịa na Bọjetị 2018",JHW,15,18
101,"He said, ""What is the thing that he has spoken to you? Please don't hide it from me. God do so to you, and more also, if you hide anything from me of all the things that he spoke to you.""","Elayị jụrụ ya sị, ""Gịnị ka ọ gwara gị? Ezola ihe ọbụla n'ebe m nọ. Ka Chineke mesoo gị mmeso, otu ọbụla mmeso ahụ si dị njọ, ma ọ bụrụ na i zoo ihe ọbụla ọ gwara gị n'ebe m nọ.""",Bible,51,53
102,"If the ax is blunt, and one doesn't sharpen the edge, then he must use more strength; but skill brings success.","Ọ bụrụ na anyụike adịghị nkọ, ọ bụrụkwa na-amụghị ihu ya amụ, a ga-etinye ike karịa, ma ịma eme ihe na-eme ka ihe gazie agazi.",Bible,27,35
103,"""Our fathers had the tabernacle of the testimony in the wilderness, even as he who spoke to Moses commanded him to make it according to the pattern that he had seen;","""Ndị nna nna anyị ha nwere ụlọ ikwu nke iwu ọgbụgba ndụ n'ọzara. E mere ya site na ntụziaka na usoro ihe atụ Chineke gosiri Mosis.",Bible,34,31
104,"Moreover, they envisage that for as long as they sustain the push back against the military for so long will it be difficult for the demoralized troops to muster confidence to put them at tactical disadvantage anytime soon. Is the 2018 military strategy and campaign working? The facts based on the number of military formations successfully attacked and overran by ISWAP in 2018 in the areas of its dominance is 70 percent. What this translates into is that out of 20 military bases in these territories, ISWAP have either sacked by overrunning or forced the military to shut down a total of 14 bases in 2018 alone. The only time this ratio of attacks and takeovers came close to the 2018 numbers was in 2014. By the end of 2015 it was below 50% success ratio, which further dropped in 2016 and 2017, only to witness a sharp surge in 2018.","etu ọ dị, ha ekwubiela na ha ga- anọsi ike ịlụghachi agha nye ndị agha rue na ọ dịghịrịrị ha bụ ndị obi jụrụla oyi mfe ịchụ ha n'oge n'adịghị anya . Ụzọ ọrụ na njegharị nke afọ 2018 ndị agha, ọ na-arụ ọrụ? Ihe ama nke gbara banyere mwakpo ụlọ ndị agha site n'aka ndị ISWAP n'afọ 2018 n'ebe ha nọ n'ụbara dị pasentị iri asaa. ihe nkea pụtara bụ na n'ime ụlọ ndị agha dị iri abụọ, ISWAP achụpụla maọbụ mechie ọrụ ndị agha n'ụlọ agha dị iri na anọ naanị n'afọ 2018. Naanị mgbe ọnụọgụgụ dị etua n'afọ 2018 merela bụ n'afọ 2014. ka afọ 2015 kwụsịrị, e nweela pasentị iri ise mmeri, nke mechara datue n'afọ 2016 na 2017, ma nwee nke ọjọọ ya n'afọ 2018.",JHW,162,170
105,"The BBC made an effort to hear from the user through conversations and discussions with the journalists about the new Farafina Creative Writing Workshop in Ikoyi, on 24th of September being Monday.",BBC Igbo gbara mbọ ka anyi nụta n'ọnụ onye ji ya bụ okwu na mkparịta ụka ya na ndị ntaakụkọ mere banyere atụmatụ o wepụtara eji akụziri ndị odee akwụkwọ akpọrọ 'Farafina Creative Writing Workshop' na Bekee nke emere na Ikoyi ụbọchị 24 nke ọnwa Septemba bụ Monday.,JHW,34,53
106,"The LORD said to me, ""Behold, I have begun to deliver up Sihon and his land before you. Begin to possess, that you may inherit his land.""","Mgbe ahụ, Onyenwe anyị gwara m sị, ""Lee, amalitela m iwere Saịhọn na obodo a nyefee unu n'aka. Ngwanụ, malitenụ ibuso ya agha! Merienụ ya, nwetakwanụ ala ya.""",Bible,34,40
107,"Sowore: Court Invasion, Manifestation Of Failed Democracy -ADC Chair","Sowore: mwakpo nke Ụlọikpe, Mpụtara nke ọdịda ọchịchị onye kwuo uche ya",JHW,12,14
108,Will you have the type of circumcision had in the ancient time?,I ga-egbu ụdịrị ichi a egburu mgbe gboo?,JHW,13,11
109,"He said that they both ruled under the military regime, Obasanjo was supposed to privately advice him instead of a public display.","Ọ sị na ebe ha abụọ bụ ndịchịrị n'okpuru ndị agha, Obasanjo kwesiri ịkpọ ya n'azụ dọọ ya aka na ntị kama ị gwa ya n'ihu ọha.	 	 ",JHW,24,35
110,Trump is shaking hands with people that have accepted his winning.,Trump na-atụrụ ndị ekwekọrịtara na mmeri ya aka.,JHW,12,11
111,"If it is possible, as much as it is up to you, be at peace with all men.","Dịka ike gị niile ha, mee ka gị na onye ọbụla biri n'udo.",Bible,21,17
112,"If you add this to the myriad of unsolved criminal cases of fraud, kidnapping, terrorist bombing and the absence of efficient and effective public services, how exactly do you expect a young millionaire in Monaco, who sees opportunities for long-term investment in Nigeria to so want to?","ọ bụrụ na itinye nkea n'ọtụtụ ikpe igwu wayo, ịtọ mmadụ, ịtụ ogwunigwe na enweghị ihe ndị na-enyere ọhaneze aka, kedụ etu i si che na oke ọgaranya nke Monaco, nke hụtara ezigbo ohere azụmahịa na Naịhirịa ka ga-esi chọ",JHW,54,50
113,"Despite that we are in democracy, many people are in prison because Buhari did not agree to release them as the court decided.","Agbanyeghi na-anọ n'ọchịchi onye kwuo uche ya, ọtụtụ mmadụ nọ na mkpọrọ maka Buhari ekweghị ịtụhapụ ha dịka ụlọikpe sị ka eme.",JHW,25,28
114,"The Vice Chancellor also thanked the Bishop of Awka Diocese, Right Reverend Alexander Ibezim for his support to the University.",Osote onyeisi mahadum kelere nnukwu ukọchukwu nke dayọsis dị n'ọka bụ Alexander Ibezim maka nkwado ya na mahadum.,JHW,22,21
115,Learn about food that nourishes your brain and gives you prolonged health.,Mụta maka nri na-edozi ụbụrụisi ka enye kwa gị ogologo ndụ na ahụisiike.,JHW,13,16
116,"They spoke to all the congregation of the children of Israel, saying, ""The land, which we passed through to spy it out, is an exceedingly good land.","Ha gwara nzukọ Izrel sị, ""Ala ahụ anyị gara ledoo anya bụ ala mara mma.",Bible,33,18
117,He said a higher birth rate would achieve faster progress.,O kwuru na oke ịmụ nwa ga-eweta nnukwu ọganịihu,JHW,11,11
118,"I will lay waste her vines and her fig trees, about which she has said, 'These are my wages that my lovers have given me,' and I will make them a forest, and the animals of the field shall eat them.","Aga m ala ubi vaịnị ya na osisi fiig ya niile n'iyi, nke ọ sịrị bụ ụgwọ ọrụ ya site n'aka ndị hụrụ ya n'anya; aga m emekwa ka ha ghọọ oke ọhịa, anụ ọhịa ga-eripịa ha.",Bible,48,49
119,Where then are your wise men? Let them tell you now; and let them know what the LORD of Armies has purposed concerning Egypt.,"Ebee ka ndị ikom gị ahụ maara ihe nọ ugbu a? Ka ha gosi gị ma meekwa ka ị maara, ihe Onyenwe anyị, Onye pụrụ ime ihe niile zubere megide Ijipt.",Bible,27,35
120,This happened after the threat by Federal Airports Authority of Nigeria (FAAN) to shut down the airport because of security reasons.,Nke a mere ka Federal Airports Authority of Nigeria (FAAN) dọchara aka na ntị na ha nwere ike imechi ya bụ Ọdọugbọelụ maka ọnọdụ nchekwa ya.,JHW,24,29
121,Do you know that cola nut does not understand English in Igbo land?,Ị ma na ọjị anaghị anụ bekee n'ala Igbo?,JHW,14,12
122,"She arose, and went away, and put off her veil from her, and put on the garments of her widowhood.","Mgbe o si n'ebe ahụ pụọ, o yipụrụ akwa ahụ o ji kpuchie ihu ya, yirikwa uwe mkpe ya.",Bible,24,24
123,"Honestly, Nigeria should concentrate on building its research capacity and developing innovative curricula that will help its students develop the crucial skills of creativity and critical thinking.","N'ezie, Naịjirịa kwesiri itinye uche na iwulite ikike nyocha ya na iwulite usoro mmụta ga - enyere ụmụ akwụkwọ ya aka ịzụlite ikike dị mkpa nke okike na echiche siri ike.",JHW,29,35
124,"During the sentencing, his supporters started chanting that the trial was ""political"" and were ordered to leave.","Mgbe ana ama ikpe ahụ, ndị nkwado ya malitere ịgụ egwu na ikpe ahụ bụ nke ""ndọrọndọrọ"" e wee nye ha iwu ka ha pụọ",JHW,21,28
125,"Those that purchase cows from us testify to generating more meat as they slaughter them,' Okpalaeke said.","'Ndị zụrụ ehi n'aka anyị na-agba akaebe na ha-enweta ọtụtụ anụ ma ha gbue ha,' Okpalaeke kwuru.",JHW,20,27
126,"like Nnabuihe have said, women do not break kola nut because, kola nut I'd believed to be sacred which at times a woman may be in her monthly flow which can defile the sacredness of the kola nut.","Dịka Nnabuihe kwuru, ihe kpatara na nwaanyị anaghị agọ ọjị bụ na ọjị bụ ihe dị nsọ, nwaanyị nwere oge ọ na-anọ na nso; ọ ga-emerụ ọjị.",JHW,43,35
127,"The name of Saul's wife was Ahinoam the daughter of Ahimaaz. The name of the captain of his army was Abner the son of Ner, Saul's uncle.","Aha nwunye Sọl bụ Ahinoam, ada Ahimaaz. Ọchịagha Sọl bụ Abna, nwa Nea, nwanne nna Sọl.",Bible,34,21
128,"Okpalaeke made the call while interacting with information officers, in his office at Ozalla Akokwa Umuchu, on Jan.","Okpalaeke kpọrọ oku ahụ mgbe ya na ndị ọrụ ozi na-akparịta ụka, n'ọfịs ya n'Ozalla Akokwa Umuchu, na Jan.",JHW,21,28
129,"Don't rejoice, Israel, to jubilation like the nations; for you were unfaithful to your God. You love the wages of a prostitute at every grain threshing floor.","Aṅụrịla ọṅụ, gị Izrel, ka obi ghara ịtọkwa gị ụtọ dịka ọ na-atọ ndị mba ọzọ, n'ihi na ị jụla Chineke gị, bido ịgba akwụna i hụrụ ụgwọ ọrụ ịkwa iko n'anya n'elu ebe ịzọcha ọka niile.",Bible,34,50
130,"Not sure that the charge of treasonable felony would succeed in the court, the AGF proceeded to charge Sowore with cyberstalking for allegedly insulting President Buhari in a television interview and money laundering.","Makana odochaghị anya na akwụkwọ a gbara maka ịgba gọọmenti mgba ga-enwe isi n' ụlọ ikpe, AGF gara n' ihu ịgba Sowore akwụkwọ ichuzo Buhari na nzuzo na saịba maka ebubo ịkparị Onyeisi ala Buhari n' ajụjụ ọnụ a gbara na televishọn na ibupu ego. ",JHW,35,52
131,"Three days later, May 30, 1967, Lt. Col Ojukwu, a Nigerian soldier of Igbo extraction declared an 'independent sovereign state of the name and title of the Republic of Biafra .","Mgbe ụbọchị atọ gachara, May 30, 1967 Lt. Col. Ojukwu, onye agha Naịjirịa nke mpaghara ndị Igbo kwupụtara 'Nnwere onwe mba kwuru onwe ya akpọrọ Repọblik nke Biafra.",JHW,37,35
132,They ate and were all filled. They gathered up twelve baskets of broken pieces that were left over.,"Ha niile riri rijuokwa afọ, a tụtụkọtara ihe fọdụrụ, tụtụjuo nkata iri na abụọ n'iberibe achịcha fọdụrụ.",Bible,20,22
133,The four wheels were underneath the panels; and the axles of the wheels were in the base. The height of a wheel was a cubit and half a cubit.,A na-adọkpụgharị ihe ndọkwasị a n'ụkwụ anọ o nwere. A dụnyekọtakwara ụkwụ anọ ndị a n'ime okporo ọla e mekọtara ya na ihe ndọkwasị ahụ. Ịdị elu nke ụkwụ ọbụla bụ iri sentimita isii na asatọ.,Bible,32,45
134,But he spoke of the temple of his body.,Ma ụlọnsọ o kwuru maka ya bụ ahụ ya.,Bible,10,10
135,"The sons of Hebron: Jeriah, Amariah the second, Jahaziel the third, and Jekameam the fourth.","Site n'ụmụ Hebrọn a họpụtara Jeraya, nwa mbụ ya, Amaraya nwa nke abụọ ya, Jahaziel nwa nke atọ ya na Jekameam nwa nke anọ ya.",Bible,20,31
136,"He said, 'Please let me go, for our family has a sacrifice in the city. My brother has commanded me to be there. Now, if I have found favor in your eyes, please let me go away and see my brothers.' Therefore he has not come to the king's table.""","Ọ sịrị m, 'Kwere ka m gaa n'ihi na ndị ezinaụlọ anyị nwere aja mmemme ha na-eme n'obodo. Nwanne m nwoke nyere m iwu sị m na m aghaghị ịbịa. Ọ bụrụ na m ahụta amara n'ebe ị nọ, biko kwere ka m gaa hụ ụmụnne m.' Ọ bụ nke a mere ọ bịaghị na tebul eze.""",Bible,63,74
137,Let him who is in the field not return back to take his cloak.,Ka onye ọbụla nọ n'ubi ghara ịlọghachi ịchịrị uwe ya.,Bible,15,13
138,Fayose has arrived the EFCC office,Fayose awuchiela ụlọọrụ EFCC,JHW,6,4
139,"therefore Job opens his mouth with empty talk, and he multiplies words without knowledge.""","Ya mere, Job saghere ọnụ ya kwuo okwu dịka onye na-amaghị ihe; ka onye na-enweghị uche ọ na-ekwu okwu nkwukwasị efu.""",Bible,17,31
140,"My son, eat honey, for it is good, the droppings of the honeycomb, which are sweet to your taste;","Nwa m nwoke, rachaa mmanụ aṅụ n'ihi na ọ dị mma. Mmanụ aṅụ nke si n'ugbugbo mmanụ aṅụ na-adị gị ụtọ n'ọnụ.",Bible,24,33
141,"Saul said to his servants who stood around him, ""Hear now, you Benjamites! Will the son of Jesse give everyone of you fields and vineyards? Will he make you all captains of thousands and captains of hundreds?","Sọl gwara ha sị, ""Geenụ ntị unu ndị ikom Benjamin! Ọ bụ unu niile ka nwa Jesi ga-enye ala ubi na ubi vaịnị? Ọ bụ unu niile ka ọ ga-eme ndị ọchịagha na-achị ọtụtụ puku ndị agha, na ọchịagha na-achị ọtụtụ narị ndị agha?",Bible,43,58
142,"Kore the son of Imnah the Levite, the gatekeeper at the east gate, was over the free will offerings of God, to distribute the LORD's offerings and the most holy things.","Kore nwa Imna, onye Livayị, onye bụkwa onye na-elekọta ọnụ ụzọ ama dị n'ọwụwa anyanwụ, ka e tinyere ọrụ ilekọta onyinye afọ ofufu niile e wetaara Chineke. Ọ bụ ya nwekwa ọrụ ikesa onyinye ndị ahụ niile e bubataara Onyenwe anyị ha na onyinye ndị ọzọ e doro nsọ.",Bible,37,58
143,"the king of Madon, one; the king of Hazor, one;","eze Madọn, otu eze Hazọ, otu",Bible,14,8
144,"but to sit at my right hand and at my left hand is not mine to give, but for whom it has been prepared.""","Ma ịnọdụ n'aka nri m maọbụ n'aka ekpe m abụghị ihe dịrị m inye, kama ọnọdụ ndị a dịịrị ndị a kwadooro ha.""",Bible,27,30
145,"According to Mr Ajayi, the command will take its awareness campaigns to Churches, Schools, Mosques and Motor parks to enlighten motorists and other road users more on the need to obey traffic rules and","Dịka mazị Ajayi si kowaa, otu a ga-eje njem mgbasa ozi gaa n'ụlọ ụka, ụlọ akwụkwọ, ụlọ alakụba, na ogige ntụrụndụ iji mee ka ndị ọkwọ ụgbọ ala na ndị ọrụ ndị ọzọ n'okporo ụzọ mata mkpa ọ dị irube isi n'iwu okporo ụzọ na",JHW,37,57
146,"Francisca Ordega, a 25 years old Shanghai Shengli player, said that Nigeria did not follow in the world cup but if it were to be played by men, it would have been a different thing.",Francisca Ordega dị afọ iri abụọ na ise n'agbara Shanghai Shengli kwuru na ndị Naịjịrịa anaghị esete iko mbaụwa a mana ọ bụrụ nke ụmụnwoke ihe dị iche ga-adị.,JHW,39,34
147,"Let your hand be on the man of your right hand, on the son of man whom you made strong for yourself.","Ka aka gị dịkwasị nwoke ahụ nọ n'aka nri gị, nwa nke mmadụ onye ị zụlitere nye onwe gị.",Bible,24,23
